Token,Chapter_Category,Word_Count,Token_Type,Has_Handshape_Analysis,Handshapes,Sign_Description
HIGH,Travel and Directions,1,Single word,Yes,"""H"" hand","Pull the ""H"" hand up at your side."
HIGH JUMP,Sports and Games,2,Multi-word phrase,Yes,"""V"" hand","Move the curved right ""V"" hand up over the back of the left hand."
HIPPOPOTAMUS,Animals,1,Single word,Yes,Little finger (I),"With both arms in front of you, bring both hands together with index and little fingers out."
"HIS, HER","Family, People, and Pronouns",2,Multi-word phrase,Yes,Index finger (1),Point the index finger at the person being addressed.
HISTORY,Festivals and Holidays,1,Single word,Yes,"""H"" hand","Pull the ""H"" hand back and forth over your right shoulder."
HIV,Health,1,Single word,Yes,"""V"" hand; Index finger (1)","Place the right index finger agaist the left ""V"" hand fingers."
HO,Travel and Directions,1,Single word,No,,"Sign the letters ""H"" and ""O"" while slightly moving the hand to the right."
HOGBETSOTSO,Festivals and Holidays,1,Single word,Yes,"""A"" hand; ""Y"" hand","Place the thumb of the right ""Y"" hand in you mouth and move the left ""A"" hand up and down."
HOHOE SCHOOL FOR THE DEAF,Travel and Directions,5,Multi-word phrase,No,,"Sign the letters ""H"" ""O"" ""H"" ""O"" ""E"" while slightly moving the hand to the right."
HOLD,Activities,1,Single word,Yes,"""S"" hand","Grasp the wrist of the right ""S"" hand."
HOLIDAY,Festivals and Holidays,1,Single word,Yes,Open hand,"With open hands, place your thumbs against your waist."
HOLLAND,Travel and Directions,1,Single word,No,,"Place figertips against your temple and the thumbs on your cheeks, then pull your hands away."
HOLY,Religion,1,Single word,Yes,"""H"" hand","Slide the fingers of the ""H"" hand across the left palm."
HOME,Home and Clothing,1,Single word,Yes,AND hand (flat O),"Place the fingertips of the ""AND"" hand first at the mouth then at the cheek."
HOMOSEXUAL,Health,1,Single word,Yes,"""O"" hand","Place both ""O"" hands together at the fingertips."
HOMOWO,Festivals and Holidays,1,Single word,Yes,Flat hand,Rub your flat hands together in front of your body.
HONEST,Emotions and Character,1,Single word,Yes,"""H"" hand","Slide the fingers of the ""H"" hand back and forth in the palm of your left hand."
HOPE,Ideas and Mental Action,1,Single word,No,,"With both hands facing each other and raised at your side, wiggle your fingers."
HORSE,Animals,1,Single word,Yes,"""V"" hand; Flat hand","Place the ""V"" hand astride the index finger of the left flat hand and bounce both hands forward in arcs."
HORSEBACK RIDING,Sports and Games,2,Multi-word phrase,Yes,"""H"" hand; ""V"" hand","Straddle the left ""H"" hand with the right ""V"" hand and bounce both hands forward a few times."
HOSPITAL,Health,1,Single word,Yes,"""H"" hand","Stroke the left shoulder with the ""H"" hand."
HOT,Opposites and Questions,1,Single word,Yes,"""C"" hand","Wave the ""C"" hand back and forth in front of your mouth."
HOT PEPPE,Food,2,Multi-word phrase,Yes,Index finger (1),Wave the index finger back and forth in front of the mouth while inhaling.
HOTEL,Travel and Directions,1,Single word,Yes,"""H"" hand","Touch the fingers of the ""H"" hand to the right cheek then the left."
HOUR,Time,1,Single word,Yes,Index finger (1),Circle the right hand in the left palm with the index finger pointed upward.
HOUSE,Home and Clothing,1,Single word,Yes,Flat hand,Place both flat hands together at head level then move them apart and straight down simultaneously.
HOW,Opposites and Questions,1,Single word,Yes,Curved hand,Place both curved hands together and rotate each wrist in a downward motion.
HUG,Idiomatic Expressions,1,Single word,No,,"With arms open wide, wiggle your fingers."
HUMAN,Health,1,Single word,Yes,"""H"" hand","With fingertips pointing forward, touch both ""H"" hands to your chest then abdomen."
HUMBLE,Emotions and Character,1,Single word,Yes,Flat hand,"With your left hand in front of your body, slide the right flat hand under and in front of the left arm."
HUNGRY,Food,1,Single word,Yes,"""C"" hand","Move the thumb and fingers of the ""C"" hand down the center of the chest."
HURRY,Activities,1,Single word,Yes,"""H"" hand","Place both ""H"" hands facing forward in front of the body and wave both hands forward."
HURT,Emotions and Character,1,Single word,Yes,"""X"" hand; Index finger (1)","Slide the ""X"" hand across the left index finger and to the right."
HUSBAND,"Family, People, and Pronouns",1,Single word,Yes,AND hand (flat O),"Make the sign for ""BOY"" then clasp both hands together."
HYPOCRITE,Religion,1,Single word,Yes,Flat hand,Cover the left flat hand with the right and bend all of your fingers together.
I LOVE YOU,Idiomatic Expressions,3,Multi-word phrase,Yes,Index finger (1); Little finger (I),"Place you hand at shoulder level with little finger, index finger, and thumb out."
I TOLD YOU SO,Idiomatic Expressions,4,Multi-word phrase,No,,Point to your eye and lean forward.
IDEA,Ideas and Mental Action,1,Single word,Yes,"""I"" hand","Touch the little finger of the ""I"" hand to your temple then draw forward."
IF,Grammar and Parts of Speech,1,Single word,Yes,"""F"" hand","Point the two ""F"" hands forward and move them up and down alternatively with palms facing each other."
ILLITERATE,Emotions and Character,1,Single word,Yes,"""I"" hand","Place the ""I"" hand at your forehead then wave the hand back and forth."
IMAGINE,Ideas and Mental Action,1,Single word,Yes,"""I"" hand","Starting at your temple, bounce the ""I"" hand forward a few times."
IMMUNE SYSTEM,Health,2,Multi-word phrase,Yes,"""I"" hand; ""S"" hand","1. Tap little fingers of ""I"" hands on your chest and waist. 2. Wave both ""S"" hands down your body."
IMPORTANT,Emotions and Character,1,Single word,Yes,"""F"" hand; Index finger (1)","With both ""F"" hands vertically pointing forward, curve them upward and touch thumbs and index fingers."
IMPROVE,Opposites and Questions,1,Single word,Yes,Flat hand,Move the little finger of the right flat hand in small arcs up the left arm.
IN,Travel and Directions,1,Single word,Yes,AND hand (flat O),"Insert the right ""AND"" hand into the left hand."
IN-LAW,"Family, People, and Pronouns",1,Hyphenated compound,Yes,"""L"" hand; AND hand (flat O); Open hand","1. Insert the right ""AND"" hand into the left open hand. 2. Move the ""L"" hand from the fingertips to the palm."
INACTIVE,Idiomatic Expressions,1,Single word,No,,Rest both relaxed hands in front of your abdomen.
INDIA,Travel and Directions,1,Single word,Yes,"""F"" hand","Pull the ""F"" hand from the corner of your mouth back toward your ear."
INDIVIDUAL,"Family, People, and Pronouns",1,Single word,Yes,"""I"" hand","Drop both ""I"" hands at the same time in front of the body."
INFECTION,Health,1,Single word,Yes,"""I"" hand","Tap both ""I"" hands against your body twice with one hand at your head and the other at your abdomen."
INFORM,Ideas and Mental Action,1,Single word,Yes,"""O"" hand","With both ""O"" hands at your mouth, open both hands and lift up slightly."
INJECTION,Health,1,Single word,Yes,"""G"" hand; Index finger (1)","Squeeze the ""G"" hand at your shoulder by pulling the index finger back and pushing the thumb forward."
INNOCENT,Religion,1,Single word,Yes,"""U"" hand","Touch the fingertips of both ""U"" hands to your chin, then twist both hands out in front of you."
INSECT,Animals,1,Single word,Yes,"""3"" hand","Touch the nose with the thumb of the ""3"" hand and bend the fingers a few times."
INSULT,Education and Communication,1,Single word,Yes,"""A"" hand","Place the thumb of the ""A"" hand up then close your thumb at the person being addressed."
INSURANCE,Health,1,Single word,Yes,"""I"" hand; Open hand","Place the ""I"" hand against the left open hand palm."
INTERCOURSE,Health,1,Single word,Yes,"""V"" hand","Tap both ""V"" hands into each other with fingers facing forward."
INTEREST,Ideas and Mental Action,1,Single word,Yes,Flat hand,Rub both flat hands together.
INTERNATIONAL,Travel and Directions,1,Single word,Yes,"""I"" hand","Using both ""I"" hands, encirlce the left with the right in a forward motion."
INTERNET,Technology,1,Single word,Yes,Middle finger (8),Touch both middle fingers together and rotate hands back and forth.
INTERPRET,Education and Communication,1,Single word,Yes,"""F"" hand","Place the fingertips of both ""F"" hands together and rotate the right hand."
INTERPRETER,Work,1,Single word,Yes,"""F"" hand; Flat hand","With fingertips touching, rotate both ""F"" hands against each other then slide your flat hands down the body."
INTOXICATED,Idiomatic Expressions,1,Single word,Yes,AND hand (flat O),"Cross both ""AND"" hands in front of your face while making an intoxicated expression."
INTRODUCE,Activities,1,Single word,Yes,Flat hand,Move both flat hands in from the sides with palms up and touch the fingertips.
IRON,Home and Clothing,1,Single word,Yes,"""A"" hand; Flat hand","Hold the flat left hand up and slide the ""A"" hand back and forth over the palm with knuckles down."
IS,Grammar and Parts of Speech,1,Single word,Yes,"""I"" hand","Place the ""I"" hand at the lips and move it forward."
ISLAND,Science and Nature,1,Single word,Yes,"""I"" hand","Place the little finger of the ""I"" hand on the downturned left hand and rotate it in a circle."
IT,Grammar and Parts of Speech,1,Single word,Yes,"""I"" hand","Touch the little finger of the right ""I"" hand into the left palm."
ITALY,Travel and Directions,1,Single word,Yes,"""I"" hand; Little finger (I)","Using the ""I"" hand, draw a cross on your forehead with the little finger."
JANUARY,Time,1,Single word,Yes,"""J"" hand","Press ""J"" hand into the left palm then the back of the left hand."
JAPAN,Travel and Directions,1,Single word,Yes,"""J"" hand","Strike the corner of the eye with the little finger of the ""J"" hand."
JEALOUS,Emotions and Character,1,Single word,Yes,"""J"" hand","Place the pinky finger of the ""J"" hand between your teeth then flick the hand outward."
JEHOVAS WHITNESS,Religion,2,Multi-word phrase,No,,"Sign the letters ""J"" and ""W"" at shoulder level."
JESUS,Religion,1,Single word,Yes,Middle finger (8),Tap your palm with the middle finger and repeat with the opposite hand.
JEWELRY,Home and Clothing,1,Single word,Yes,Index finger (1),Place the index fingers of both hands at the back of the neck and then move them forward to the front.
JOGGING,Sports and Games,1,Single word,Yes,"""G"" hand; Index finger (1)","Interlock the right index finger around the thumb of the left ""G"" hand and wave both hands forward."
JOHN ATTA MILLS,Politics,3,Multi-word phrase,Yes,"""M"" hand","Tap the ""M"" hand to the forehead twice."
JOHN MAHAMA,Politics,2,Multi-word phrase,No,,"Sign the letters ""J"" and ""M"" at the temple."
JOHN RAWLINS,Politics,2,Multi-word phrase,Yes,"""J"" hand","Draw the ""J"" hand back and forth in a curved motion."
JOIN,Opposites and Questions,1,Single word,Yes,"""F"" hand; Index finger (1); Pinch (thumb + index)","Connect both ""F"" hand together by interlocking the index fingers and thumbs."
JOLOFF,Food,1,Single word,Yes,"""J"" hand; Index finger (1)","Place the small finger of the ""J"" hand at the left index finger and flick the small finger down a few times."
JOSEPH,Religion,1,Single word,Yes,"""J"" hand; Little finger (I)","Stroke the left shoulder with the ""J"" hand little finger twice."
JUDGE,Work,1,Single word,Yes,"""J"" hand; Little finger (I)","Swing the little fingers of both ""J"" hands from your forehead to your shoulders."
JUJU,Religion,1,Single word,Yes,"""J"" hand","Wiggle both ""J"" hands down from your shoulders."
JULY,Time,1,Single word,Yes,"""J"" hand; ""Y"" hand","Press ""J"" hand into the left palm then the ""Y"" hand to the back of the left hand."
JUMASI SCHOOL FOR THE DEAF,Travel and Directions,5,Multi-word phrase,Yes,"""O"" hand; Flat hand","Place the ""O"" hand on the right temple then move your two flat hands together."
JUMP ROPE,Sports and Games,2,Multi-word phrase,Yes,"""A"" hand","Move both modified ""A"" hands in upward circles at the sides of your body."
JUNE,Time,1,Single word,Yes,"""E"" hand; ""J"" hand","Press ""J"" hand into the left palm then the ""E"" hand to the back of the left hand."
JUNIOR,Education and Communication,1,Fingerspelled,Yes,"""J"" hand; ""R"" hand","Spell the letters ""J"" and ""R"" while moving the hand slightly to the right."
JUNIOR HIGH SCHOOL,Education and Communication,3,Multi-word phrase,No,,"Sign the letters ""J"" ""H"" and ""S"" while moving the hand slightly to the right."
JUST,Opposites and Questions,1,Single word,Yes,Index finger (1); Little finger (I),Point both index fingers forward and bring the little finger side of the right hand down onto the left hand.
JUST THAT,Idiomatic Expressions,2,Multi-word phrase,Yes,"""Y"" hand","Knock the ""Y"" hand forward and down."
KEEP,Activities,1,Single word,Yes,"""K"" hand","Bring the right ""K"" hand down onto the left ""K"" hand."
